area,quartos,banheiros,vagas,idade,bairro,preco,anuncio
107.0,1,1,3,28,Granbery,740000.0,"Casa de 107m2 no bairro Granbery, com 1 quartos e 1 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 28 anos. Conservado, porem sem reformas recentes. Entregue sem moveis. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
163.0,3,2,3,13,Sao Mateus,1129000.0,"Casa de 163m2 no bairro Sao Mateus, com 3 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 13 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Entrega com moveis planejados e eletrodomesticos. A vista da sala e um espetaculo ao entardecer. Fica de frente para uma avenida de trafego intenso."
168.0,1,3,2,9,Centro,862000.0,"Apartamento de 168m2 no bairro Centro, com 1 quartos e 3 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 9 anos. Recem reformado, tudo novo. Entrega com moveis planejados e eletrodomesticos. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
97.0,4,3,2,0,Centro,441000.0,"Apartamento de 97m2 no bairro Centro, com 4 quartos e 3 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 0 anos. Imovel no estado original, precisa de uma atualizacao. Entregue sem moveis. Vista para os fundos do quarteirao. Proximo a uma casa de eventos, regiao movimentada a noite."
101.0,4,1,3,39,Cascatinha,1076000.0,"Casa de 101m2 no bairro Cascatinha, com 4 quartos e 1 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 39 anos. Recem reformado, tudo novo. Sem armarios, pronto para o proprietario montar do seu jeito. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
133.0,4,1,2,37,Centro,621000.0,"Apartamento de 133m2 no bairro Centro, com 4 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 37 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Entrega com moveis planejados e eletrodomesticos. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
65.0,4,1,3,36,Granbery,512000.0,"Casa de 65m2 no bairro Granbery, com 4 quartos e 1 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 36 anos. Cozinha e banheiros reformados ha poucos meses. Sem armarios, pronto para o proprietario montar do seu jeito. Vista para os fundos do quarteirao. Fica sobre um comercio bem movimentado."
107.0,1,1,0,2,Santa Luzia,477000.0,"Apartamento de 107m2 no bairro Santa Luzia, com 1 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 2 anos. Cozinha e banheiros reformados ha poucos meses. Entrega com moveis planejados e eletrodomesticos. A vista da sala e um espetaculo ao entardecer. Localizacao silenciosa, otima para quem trabalha em casa."
94.0,1,2,1,15,Sao Mateus,762000.0,"Apartamento de 94m2 no bairro Sao Mateus, com 1 quartos e 2 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 15 anos. Passou por reforma completa no ano passado. Entrega com moveis planejados e eletrodomesticos. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
106.0,2,1,0,43,Centro,464000.0,"Apartamento de 106m2 no bairro Centro, com 2 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 43 anos. Cozinha e banheiros reformados ha poucos meses. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
66.0,2,1,0,26,Cascatinha,547000.0,"Apartamento de 66m2 no bairro Cascatinha, com 2 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 26 anos. Cozinha e banheiros reformados ha poucos meses. Sem armarios, pronto para o proprietario montar do seu jeito. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
39.0,4,2,1,5,Centro,244000.0,"Apartamento de 39m2 no bairro Centro, com 4 quartos e 2 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 5 anos. Passou por reforma completa no ano passado. Entregue sem moveis. A vista da sala e um espetaculo ao entardecer. Proximo a uma casa de eventos, regiao movimentada a noite."
30.0,3,1,0,6,Granbery,297000.0,"Apartamento de 30m2 no bairro Granbery, com 3 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 6 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Vai mobiliado, com armarios planejados em todos os comodos. Andar alto, sem predios na frente, muito sol pela manha. Rua tranquila e residencial, sem movimento."
56.0,3,1,1,11,Sao Mateus,485000.0,"Apartamento de 56m2 no bairro Sao Mateus, com 3 quartos e 1 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 11 anos. Passou por reforma completa no ano passado. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
79.0,4,1,1,43,Cascatinha,636000.0,"Apartamento de 79m2 no bairro Cascatinha, com 4 quartos e 1 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 43 anos. Conservado, porem sem reformas recentes. Entrega com moveis planejados e eletrodomesticos. A vista da sala e um espetaculo ao entardecer. Proximo a uma casa de eventos, regiao movimentada a noite."
85.0,3,1,2,7,Centro,532000.0,"Apartamento de 85m2 no bairro Centro, com 3 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 7 anos. Imovel no estado original, precisa de uma atualizacao. Entrega com moveis planejados e eletrodomesticos. Vista livre e desimpedida para a serra. Localizacao silenciosa, otima para quem trabalha em casa."
163.0,2,2,3,40,Centro,747000.0,"Casa de 163m2 no bairro Centro, com 2 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 40 anos. Imovel no estado original, precisa de uma atualizacao. Entregue sem moveis. A vista da sala e um espetaculo ao entardecer. Localizacao silenciosa, otima para quem trabalha em casa."
134.0,2,3,3,30,Sao Mateus,1246000.0,"Casa de 134m2 no bairro Sao Mateus, com 2 quartos e 3 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 30 anos. Passou por reforma completa no ano passado. Entregue sem moveis. A vista da sala e um espetaculo ao entardecer. Localizacao silenciosa, otima para quem trabalha em casa."
61.0,3,3,1,41,Centro,286000.0,"Apartamento de 61m2 no bairro Centro, com 3 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 41 anos. Passou por reforma completa no ano passado. Sem armarios, pronto para o proprietario montar do seu jeito. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
107.0,1,1,1,37,Bom Pastor,575000.0,"Apartamento de 107m2 no bairro Bom Pastor, com 1 quartos e 1 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 37 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Entrega com moveis planejados e eletrodomesticos. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
81.0,3,1,3,14,Granbery,609000.0,"Casa de 81m2 no bairro Granbery, com 3 quartos e 1 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 14 anos. Passou por reforma completa no ano passado. Sem armarios, pronto para o proprietario montar do seu jeito. Vista para os fundos do quarteirao. Proximo a uma casa de eventos, regiao movimentada a noite."
85.0,3,2,0,37,Granbery,681000.0,"Apartamento de 85m2 no bairro Granbery, com 3 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 37 anos. Passou por reforma completa no ano passado. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
101.0,3,2,2,7,Sao Mateus,738000.0,"Apartamento de 101m2 no bairro Sao Mateus, com 3 quartos e 2 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 7 anos. Conservado, porem sem reformas recentes. Entrega com moveis planejados e eletrodomesticos. Vista livre e desimpedida para a serra. Proximo a uma casa de eventos, regiao movimentada a noite."
117.0,3,3,1,13,Bom Pastor,805000.0,"Apartamento de 117m2 no bairro Bom Pastor, com 3 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 13 anos. Conservado, porem sem reformas recentes. Entregue sem moveis. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
83.0,4,3,0,9,Santa Luzia,434000.0,"Apartamento de 83m2 no bairro Santa Luzia, com 4 quartos e 3 banheiros. Sem vaga de garagem. Construcao de aproximadamente 9 anos. Cozinha e banheiros reformados ha poucos meses. Entregue sem moveis. Vista livre e desimpedida para a serra. Localizacao silenciosa, otima para quem trabalha em casa."
132.0,4,2,2,5,Centro,749000.0,"Apartamento de 132m2 no bairro Centro, com 4 quartos e 2 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 5 anos. Imovel no estado original, precisa de uma atualizacao. Sem armarios, pronto para o proprietario montar do seu jeito. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
55.0,3,1,1,4,Centro,273000.0,"Apartamento de 55m2 no bairro Centro, com 3 quartos e 1 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 4 anos. Conservado, porem sem reformas recentes. Sem armarios, pronto para o proprietario montar do seu jeito. Andar alto, sem predios na frente, muito sol pela manha. Fica de frente para uma avenida de trafego intenso."
95.0,2,1,0,8,Santa Luzia,366000.0,"Apartamento de 95m2 no bairro Santa Luzia, com 2 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 8 anos. Conservado, porem sem reformas recentes. Entregue sem moveis. A vista da sala e um espetaculo ao entardecer. Localizacao silenciosa, otima para quem trabalha em casa."
186.0,1,1,2,5,Cascatinha,1659000.0,"Apartamento de 186m2 no bairro Cascatinha, com 1 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 5 anos. Cozinha e banheiros reformados ha poucos meses. Entregue sem moveis. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
103.0,4,1,0,17,Centro,581000.0,"Apartamento de 103m2 no bairro Centro, com 4 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 17 anos. Recem reformado, tudo novo. Vai mobiliado, com armarios planejados em todos os comodos. A vista da sala e um espetaculo ao entardecer. Rua tranquila e residencial, sem movimento."
145.0,4,3,2,3,Granbery,1259000.0,"Apartamento de 145m2 no bairro Granbery, com 4 quartos e 3 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 3 anos. Imovel no estado original, precisa de uma atualizacao. Entrega com moveis planejados e eletrodomesticos. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
98.0,3,1,0,2,Bom Pastor,742000.0,"Apartamento de 98m2 no bairro Bom Pastor, com 3 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 2 anos. Cozinha e banheiros reformados ha poucos meses. Entrega com moveis planejados e eletrodomesticos. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
115.0,4,3,1,44,Santa Luzia,477000.0,"Apartamento de 115m2 no bairro Santa Luzia, com 4 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 44 anos. Conservado, porem sem reformas recentes. Entrega com moveis planejados e eletrodomesticos. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
93.0,4,2,3,3,Granbery,901000.0,"Casa de 93m2 no bairro Granbery, com 4 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 3 anos. Cozinha e banheiros reformados ha poucos meses. Vai mobiliado, com armarios planejados em todos os comodos. Vista para os fundos do quarteirao. Fica sobre um comercio bem movimentado."
89.0,4,2,0,3,Granbery,798000.0,"Apartamento de 89m2 no bairro Granbery, com 4 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 3 anos. Conservado, porem sem reformas recentes. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
68.0,3,2,3,1,Granbery,548000.0,"Casa de 68m2 no bairro Granbery, com 3 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 1 anos. Imovel no estado original, precisa de uma atualizacao. Sem armarios, pronto para o proprietario montar do seu jeito. A vista da sala e um espetaculo ao entardecer. Fica sobre um comercio bem movimentado."
110.0,1,3,2,5,Sao Mateus,793000.0,"Apartamento de 110m2 no bairro Sao Mateus, com 1 quartos e 3 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 5 anos. Imovel no estado original, precisa de uma atualizacao. Entregue sem moveis. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
65.0,1,1,3,23,Granbery,482000.0,"Casa de 65m2 no bairro Granbery, com 1 quartos e 1 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 23 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Sem armarios, pronto para o proprietario montar do seu jeito. A vista da sala e um espetaculo ao entardecer. Fica sobre um comercio bem movimentado."
118.0,1,1,0,37,Santa Luzia,439000.0,"Apartamento de 118m2 no bairro Santa Luzia, com 1 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 37 anos. Passou por reforma completa no ano passado. Vai mobiliado, com armarios planejados em todos os comodos. Andar alto, sem predios na frente, muito sol pela manha. Localizacao silenciosa, otima para quem trabalha em casa."
133.0,2,2,2,33,Bom Pastor,887000.0,"Apartamento de 133m2 no bairro Bom Pastor, com 2 quartos e 2 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 33 anos. Conservado, porem sem reformas recentes. Sem armarios, pronto para o proprietario montar do seu jeito. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
108.0,3,2,3,26,Granbery,1130000.0,"Casa de 108m2 no bairro Granbery, com 3 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 26 anos. Passou por reforma completa no ano passado. Vai mobiliado, com armarios planejados em todos os comodos. A vista da sala e um espetaculo ao entardecer. Rua tranquila e residencial, sem movimento."
85.0,2,2,3,3,Centro,428000.0,"Casa de 85m2 no bairro Centro, com 2 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 3 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Vai mobiliado, com armarios planejados em todos os comodos. A vista da sala e um espetaculo ao entardecer. Proximo a uma casa de eventos, regiao movimentada a noite."
111.0,1,3,0,34,Cascatinha,877000.0,"Apartamento de 111m2 no bairro Cascatinha, com 1 quartos e 3 banheiros. Sem vaga de garagem. Construcao de aproximadamente 34 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Proximo a uma casa de eventos, regiao movimentada a noite."
84.0,1,2,3,1,Centro,471000.0,"Casa de 84m2 no bairro Centro, com 1 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 1 anos. Conservado, porem sem reformas recentes. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
128.0,4,1,0,28,Sao Mateus,822000.0,"Apartamento de 128m2 no bairro Sao Mateus, com 4 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 28 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Entrega com moveis planejados e eletrodomesticos. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
31.0,4,1,2,18,Cascatinha,259000.0,"Apartamento de 31m2 no bairro Cascatinha, com 4 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 18 anos. Imovel no estado original, precisa de uma atualizacao. Sem armarios, pronto para o proprietario montar do seu jeito. As janelas dao para o predio vizinho. Fica de frente para uma avenida de trafego intenso."
83.0,2,3,1,39,Granbery,684000.0,"Apartamento de 83m2 no bairro Granbery, com 2 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 39 anos. Recem reformado, tudo novo. Entregue sem moveis. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
30.0,4,1,2,13,Granbery,282000.0,"Apartamento de 30m2 no bairro Granbery, com 4 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 13 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Entregue sem moveis. Andar alto, sem predios na frente, muito sol pela manha. Proximo a uma casa de eventos, regiao movimentada a noite."
43.0,3,2,2,28,Cascatinha,392000.0,"Apartamento de 43m2 no bairro Cascatinha, com 3 quartos e 2 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 28 anos. Conservado, porem sem reformas recentes. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
143.0,4,2,0,19,Sao Mateus,1165000.0,"Apartamento de 143m2 no bairro Sao Mateus, com 4 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 19 anos. Passou por reforma completa no ano passado. Sem armarios, pronto para o proprietario montar do seu jeito. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
126.0,4,3,2,23,Santa Luzia,483000.0,"Apartamento de 126m2 no bairro Santa Luzia, com 4 quartos e 3 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 23 anos. Imovel no estado original, precisa de uma atualizacao. Sem armarios, pronto para o proprietario montar do seu jeito. Vista livre e desimpedida para a serra. Proximo a uma casa de eventos, regiao movimentada a noite."
70.0,3,3,3,42,Granbery,575000.0,"Casa de 70m2 no bairro Granbery, com 3 quartos e 3 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 42 anos. Recem reformado, tudo novo. Vai mobiliado, com armarios planejados em todos os comodos. A vista da sala e um espetaculo ao entardecer. Fica de frente para uma avenida de trafego intenso."
42.0,2,2,1,32,Granbery,271000.0,"Apartamento de 42m2 no bairro Granbery, com 2 quartos e 2 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 32 anos. Recem reformado, tudo novo. Entregue sem moveis. As janelas dao para o predio vizinho. Fica de frente para uma avenida de trafego intenso."
30.0,3,1,1,18,Sao Mateus,233000.0,"Apartamento de 30m2 no bairro Sao Mateus, com 3 quartos e 1 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 18 anos. Cozinha e banheiros reformados ha poucos meses. Entregue sem moveis. As janelas dao para o predio vizinho. Fica de frente para uma avenida de trafego intenso."
76.0,2,2,3,20,Sao Mateus,731000.0,"Casa de 76m2 no bairro Sao Mateus, com 2 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 20 anos. Recem reformado, tudo novo. Vai mobiliado, com armarios planejados em todos os comodos. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
180.0,2,2,0,31,Bom Pastor,1130000.0,"Apartamento de 180m2 no bairro Bom Pastor, com 2 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 31 anos. Conservado, porem sem reformas recentes. Entrega com moveis planejados e eletrodomesticos. Vista para os fundos do quarteirao. Localizacao silenciosa, otima para quem trabalha em casa."
110.0,3,1,1,15,Sao Mateus,917000.0,"Apartamento de 110m2 no bairro Sao Mateus, com 3 quartos e 1 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 15 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Entregue sem moveis. A vista da sala e um espetaculo ao entardecer. Rua tranquila e residencial, sem movimento."
75.0,3,2,2,7,Sao Mateus,662000.0,"Apartamento de 75m2 no bairro Sao Mateus, com 3 quartos e 2 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 7 anos. Conservado, porem sem reformas recentes. Entrega com moveis planejados e eletrodomesticos. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
111.0,3,1,1,21,Centro,579000.0,"Apartamento de 111m2 no bairro Centro, com 3 quartos e 1 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 21 anos. Conservado, porem sem reformas recentes. Vai mobiliado, com armarios planejados em todos os comodos. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
40.0,2,2,3,3,Cascatinha,510000.0,"Casa de 40m2 no bairro Cascatinha, com 2 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 3 anos. Cozinha e banheiros reformados ha poucos meses. Entrega com moveis planejados e eletrodomesticos. Andar alto, sem predios na frente, muito sol pela manha. Rua tranquila e residencial, sem movimento."
85.0,2,3,1,7,Cascatinha,823000.0,"Apartamento de 85m2 no bairro Cascatinha, com 2 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 7 anos. Imovel no estado original, precisa de uma atualizacao. Sem armarios, pronto para o proprietario montar do seu jeito. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
98.0,1,3,3,18,Santa Luzia,477000.0,"Casa de 98m2 no bairro Santa Luzia, com 1 quartos e 3 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 18 anos. Passou por reforma completa no ano passado. Entrega com moveis planejados e eletrodomesticos. A vista da sala e um espetaculo ao entardecer. Fica de frente para uma avenida de trafego intenso."
92.0,3,1,0,35,Sao Mateus,614000.0,"Apartamento de 92m2 no bairro Sao Mateus, com 3 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 35 anos. Conservado, porem sem reformas recentes. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
123.0,3,3,2,35,Bom Pastor,938000.0,"Apartamento de 123m2 no bairro Bom Pastor, com 3 quartos e 3 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 35 anos. Passou por reforma completa no ano passado. Vai mobiliado, com armarios planejados em todos os comodos. A vista da sala e um espetaculo ao entardecer. Rua tranquila e residencial, sem movimento."
107.0,4,1,2,11,Bom Pastor,618000.0,"Apartamento de 107m2 no bairro Bom Pastor, com 4 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 11 anos. Imovel no estado original, precisa de uma atualizacao. Entregue sem moveis. As janelas dao para o predio vizinho. Fica de frente para uma avenida de trafego intenso."
118.0,3,2,0,18,Cascatinha,870000.0,"Apartamento de 118m2 no bairro Cascatinha, com 3 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 18 anos. Imovel no estado original, precisa de uma atualizacao. Entregue sem moveis. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
71.0,2,1,0,6,Sao Mateus,521000.0,"Apartamento de 71m2 no bairro Sao Mateus, com 2 quartos e 1 banheiros. Sem vaga de garagem. Construcao de aproximadamente 6 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Sem armarios, pronto para o proprietario montar do seu jeito. Vista para os fundos do quarteirao. Rua tranquila e residencial, sem movimento."
126.0,1,1,2,33,Santa Luzia,429000.0,"Apartamento de 126m2 no bairro Santa Luzia, com 1 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 33 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
152.0,1,1,2,11,Bom Pastor,1002000.0,"Apartamento de 152m2 no bairro Bom Pastor, com 1 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 11 anos. Passou por reforma completa no ano passado. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Fica sobre um comercio bem movimentado."
61.0,2,1,2,35,Cascatinha,468000.0,"Apartamento de 61m2 no bairro Cascatinha, com 2 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 35 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Sem armarios, pronto para o proprietario montar do seu jeito. As janelas dao para o predio vizinho. Rua tranquila e residencial, sem movimento."
64.0,2,3,0,37,Sao Mateus,429000.0,"Apartamento de 64m2 no bairro Sao Mateus, com 2 quartos e 3 banheiros. Sem vaga de garagem. Construcao de aproximadamente 37 anos. Conservado, porem sem reformas recentes. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
142.0,2,1,2,31,Santa Luzia,472000.0,"Apartamento de 142m2 no bairro Santa Luzia, com 2 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 31 anos. Conservado, porem sem reformas recentes. Entregue sem moveis. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
88.0,2,2,3,14,Cascatinha,840000.0,"Casa de 88m2 no bairro Cascatinha, com 2 quartos e 2 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 14 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Entregue sem moveis. Vista livre e desimpedida para a serra. Localizacao silenciosa, otima para quem trabalha em casa."
144.0,4,3,0,42,Cascatinha,1224000.0,"Apartamento de 144m2 no bairro Cascatinha, com 4 quartos e 3 banheiros. Sem vaga de garagem. Construcao de aproximadamente 42 anos. Imovel no estado original, precisa de uma atualizacao. Entregue sem moveis. Vista livre e desimpedida para a serra. Fica de frente para uma avenida de trafego intenso."
80.0,1,3,1,30,Cascatinha,761000.0,"Apartamento de 80m2 no bairro Cascatinha, com 1 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 30 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Entregue sem moveis. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
146.0,2,3,1,29,Sao Mateus,1248000.0,"Apartamento de 146m2 no bairro Sao Mateus, com 2 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 29 anos. Passou por reforma completa no ano passado. Entregue sem moveis. A vista da sala e um espetaculo ao entardecer. Rua tranquila e residencial, sem movimento."
100.0,1,1,3,38,Bom Pastor,677000.0,"Casa de 100m2 no bairro Bom Pastor, com 1 quartos e 1 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 38 anos. Imovel no estado original, precisa de uma atualizacao. Vai mobiliado, com armarios planejados em todos os comodos. A vista da sala e um espetaculo ao entardecer. Rua tranquila e residencial, sem movimento."
104.0,2,3,1,39,Cascatinha,949000.0,"Apartamento de 104m2 no bairro Cascatinha, com 2 quartos e 3 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 39 anos. Conservado, porem sem reformas recentes. Sem armarios, pronto para o proprietario montar do seu jeito. Vista livre e desimpedida para a serra. Rua tranquila e residencial, sem movimento."
150.0,3,2,1,3,Cascatinha,1459000.0,"Apartamento de 150m2 no bairro Cascatinha, com 3 quartos e 2 banheiros. 1 vaga(s) de garagem. Construcao de aproximadamente 3 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Entrega com moveis planejados e eletrodomesticos. As janelas dao para o predio vizinho. Localizacao silenciosa, otima para quem trabalha em casa."
82.0,1,1,2,39,Santa Luzia,267000.0,"Apartamento de 82m2 no bairro Santa Luzia, com 1 quartos e 1 banheiros. 2 vaga(s) de garagem. Construcao de aproximadamente 39 anos. Acabamento da epoca da construcao, otimo para quem quer personalizar. Sem armarios, pronto para o proprietario montar do seu jeito. Andar alto, sem predios na frente, muito sol pela manha. Localizacao silenciosa, otima para quem trabalha em casa."
62.0,2,2,0,34,Cascatinha,493000.0,"Apartamento de 62m2 no bairro Cascatinha, com 2 quartos e 2 banheiros. Sem vaga de garagem. Construcao de aproximadamente 34 anos. Passou por reforma completa no ano passado. Vai mobiliado, com armarios planejados em todos os comodos. As janelas dao para o predio vizinho. Fica de frente para uma avenida de trafego intenso."
79.0,1,3,3,9,Centro,427000.0,"Casa de 79m2 no bairro Centro, com 1 quartos e 3 banheiros. 3 vaga(s) de garagem. Construcao de aproximadamente 9 anos. Conservado, porem sem reformas recentes. Vai mobiliado, com armarios planejados em todos os comodos. Andar alto, sem predios na frente, muito sol pela manha. Localizacao silenciosa, otima para quem trabalha em casa."
